CustomerID,Recommendation,category
12406.0,"{'22278': 0.1348399724926484, '23148': 0.13467381103397458, '20618': 0.1333333333333333, '20774': 0.1333333333333333, '21167': 0.1333333333333333, '22705': 0.13290606860251747, '22752': 0.13212365955234767, '21877': 0.129944424547263, '21786': 0.12988108336653278, '22559': 0.12810252304406972, '21576': 0.12741179785940637, '21733': 0.12403473458920845, '84012': 0.12326671027227314, '22304': 0.12198750911856666, '20765': 0.11720180773462387, '22087': 0.11664236870396086, '21367': 0.11595420713048968, '22130': 0.11338934190276816, '21288': 0.11268723396380222, '21982': 0.11194341570991126}",promising
12407.0,"{'21356': 0.15811388300841897, '23289': 0.1554174680400523, '22747': 0.1549826049695167, '23199': 0.15246239465416128, '22181': 0.1524001524002286, '23184': 0.1521559372696227, '22810': 0.15145648913255066, '84707B': 0.15, '72128': 0.14967108502231244, '22913': 0.1494035761667992, '21165': 0.14596008983995234, '22969': 0.14486000540427496, '72741': 0.14089399073526937, '11001': 0.13538259026847058, '22442': 0.13402192668680965, '22277': 0.13264730648561457, '47574A': 0.13240678533309402, '23580': 0.1270001270001905, '22816': 0.12572371141874245, '47503A': 0.12412427959034776}",promising
12408.0,"{'22212': 0.1302234026786024, '23081': 0.130066495428618, '22691': 0.12996881122750908, '85093': 0.12964074471043288, '22285': 0.12951986753290365, '22389': 0.12909944487358055, '85170D': 0.1289651760438322, '15044C': 0.1283881477532739, '21949': 0.1283881477532739, '21810': 0.12830005981991682, '23074': 0.12830005981991682, '23570': 0.12655439943366653, '22638': 0.12598815766974242, '15044D': 0.12598815766974242, '21888': 0.12483755678647188, '22064': 0.12344267996967354, '22314': 0.12326671027227314, '22037': 0.12262786789699318, '21989': 0.12123216124221799, '84199': 0.12104550653376049}",promising
12409.0,"{'21635': 0.16269784336399212, '15058C': 0.16169041669088866, '23192': 0.1613322979418192, '22465': 0.1613118265234886, '22244': 0.15900879764848913, '22757': 0.1569197342897824, '85163A': 0.15677236033392408, '85170B': 0.1563263498701806, '20654': 0.15554275420956382, '22192': 0.1549968516584257, '23061': 0.15342642764843034, '22746': 0.15304712811230217, '23194': 0.15254255396193803, '85206A': 0.15166603472617182, '15060B': 0.15139419980681001, '22190': 0.14969623771302393, '47593B': 0.14705882352941174, '23091': 0.1462544848254261, '22676': 0.1436067394758882, '21484': 0.1420804473535569}",loyal customer
12410.0,"{'82483': 0.1686760590695248, '21035': 0.16772557387550696, '21428': 0.1676199324827048, '21430': 0.16558211295256592, '22077': 0.16465851847048457, '21135': 0.16368071367891066, '22555': 0.16301981763798298, '21244': 0.15925551431765156, '22757': 0.15899075018722336, '22448': 0.1563858105428061, '22617': 0.15632329372617926, '22948': 0.15371886547533642, '21497': 0.15344315078626938, '20686': 0.15267400734239478, '22385': 0.1523595394341776, '21239': 0.1521739130434783, '22758': 0.15207476616811838, '22747': 0.15172864836217628, '22748': 0.15036782582101038, '23190': 0.14953343588376805}",need attention
12412.0,"{'23247': 0.15272070966424248, '22734': 0.1515228816828316, '21558': 0.1514189208598326, '20677': 0.15121078478775912, '21497': 0.1506086652599747, '20675': 0.15043548288892028, '22820': 0.15032920560056579, '22244': 0.15018785229652765, '23348': 0.1494035761667992, '15044C': 0.14694367167412903, '23274': 0.1458029608799511, '23378': 0.1458029608799511, '20728': 0.14524353340257265, '21591': 0.14414999403128942, '23365': 0.1440046082211958, '16258A': 0.14322297480788657, '23511': 0.14322297480788657, '23519': 0.1386750490563073, '20956': 0.12725695259515554, '22736': 0.12688648033134406}",need attention
12413.0,"{'21576': 0.16685595311797863, '84050': 0.1668115312456598, '21155': 0.16603891804563292, '21042': 0.16582277938769702, '22346': 0.16116459280507606, '22344': 0.16070608663330624, '22418': 0.1588375201209246, '22129': 0.1522773975253762, '22341': 0.1522773975253762, '21439': 0.15075567228888181, '21846': 0.14907119849998599, '84580': 0.14638501094227996, '84584': 0.14638501094227996, '22483': 0.14142135623730948, '21096': 0.14126448280440335, '22610': 0.13977653617040256, '22345': 0.13834289277321493, '21851': 0.13801311186847082, '22687': 0.13801311186847082, '22442': 0.13762047064079508}",need attention
12414.0,"{'85049B': 0.1752499093081954, '47599B': 0.17383593727031293, '20981': 0.17241407705214906, '35095B': 0.16439898730535732, '16216': 0.16001422411879948, '20616': 0.1549968516584257, '21703': 0.1487044791289829, '21641': 0.14237369936287486, '23158': 0.14107345569496732, '22355': 0.14059992805239896, '16218': 0.13699915608779778, '85173': 0.1342312110428049, '15036': 0.13065106689280268, '20659': 0.1289651760438322, '23156': 0.12878185658223204, '21829': 0.12687387174778522, '20615': 0.12683657235796025, '21640': 0.12683657235796025, '23208': 0.12518976480103614, '85175': 0.12317900715887733}",need attention
12415.0,"{'23514': 0.13678822577626598, '21484': 0.13637904679860474, '21065': 0.1361331925293325, '22194': 0.13608276348795434, '22796': 0.13608276348795434, '90099': 0.13608276348795434, '84086C': 0.13576884666042613, '23108': 0.13497186520259022, '23155': 0.13294613760468715, '22892': 0.13105810963198408, '23511': 0.12734290799340264, '23492': 0.1270001270001905, '47471': 0.1270001270001905, '22183': 0.1259881576697424, '23094': 0.12379689211803457, '21579': 0.12048289933537483, '22600': 0.11624763874381927, '23017': 0.11624763874381927, '22865': 0.1131936959941357, '23348': 0.11028219331407116}",champion
12417.0,"{'21418': 0.12909944487358058, '84795B': 0.12909944487358058, '84030E': 0.12787321262844806, '21682': 0.12725695259515557, '20665': 0.126673647984535, '35924': 0.12565617248750865, '84912B': 0.12565617248750865, '20685': 0.1217161238900369, '72799F': 0.1217161238900369, '85039A': 0.12166606584807191, '84969': 0.11846977555181847, '90114': 0.11785113019775795, '22862': 0.11694106924093722, '22845': 0.11489699792428523, '22894': 0.1137147065368355, '22377': 0.11088319064318594, '21758': 0.1091089451179962, '62086A': 0.1091089451179962, '23199': 0.10583343916682544, '23108': 0.10411584125907072}",promising
12418.0,"{'22083': 0.16144296140505487, '72780': 0.16116459280507606, '85071B': 0.16042223697993696, '22980': 0.15978709238739225, '23128': 0.1592324388246205, '22431': 0.15917704399294774, '22559': 0.15756771943166706, '21121': 0.15669268368102554, '23091': 0.15666989036012804, '21621': 0.15540573797716228, '22607': 0.15491933384829668, '23298': 0.1523576430823951, '21922': 0.1518652793203999, '22488': 0.15127511611795638, '23080': 0.15072142131211605, '22963': 0.15007505629691606, '84692': 0.14907119849998596, '23309': 0.14687570531423114, '21217': 0.14403862827999164, '22712': 0.1399599841051735}",need attention
12420.0,"{'16008': 0.1563858105428061, '21680': 0.1563858105428061, '22242': 0.1563858105428061, '22498': 0.15249857033260467, '21205': 0.15214515486254612, '85145': 0.15075567228888181, '21562': 0.15075567228888181, '21944': 0.15075567228888181, '22803': 0.15075567228888181, '20980': 0.14907119849998596, '22233': 0.14744195615489714, '21949': 0.14708710135363803, '21187': 0.14547859349066158, '21027': 0.14433756729740646, '21286': 0.14433756729740646, '16054': 0.14433756729740643, '20867': 0.14433756729740643, '11001': 0.14213381090374028, '22504': 0.14213381090374028, '23078': 0.14133305066751467}",need attention
12421.0,"{'21324': 0.1336306209562122, '21457': 0.1336306209562122, '35914': 0.1336306209562122, '21456': 0.12909944487358055, '84898F': 0.12909944487358055, '22248': 0.12862393885688161, '47566B': 0.12707606131310367, '20665': 0.126673647984535, '21781': 0.126673647984535, '35924': 0.12565617248750865, '21224': 0.125, '21615': 0.125, '35911A': 0.125, '21628': 0.12262786789699316, '84352': 0.12262786789699316, '85230A': 0.12262786789699316, '85039A': 0.12166606584807191, '21207': 0.12166606584807191, '21679': 0.12009611535381534, '47480': 0.11785113019775793}",need attention
12422.0,"{'72780': 0.1574591643244434, '21398': 0.15655607277128736, '21403': 0.15655607277128736, '85015': 0.15569978883230462, '20980': 0.1556997888323046, '17091J': 0.15430334996209188, '37342': 0.15430334996209188, '22415': 0.15075567228888184, '84818': 0.15075567228888184, '21710': 0.15075567228888181, '22448': 0.15075567228888181, '23661': 0.15075567228888181, '90058B': 0.15075567228888181, '90099': 0.15075567228888181, '21794': 0.14920941939059815, '21114': 0.14777011582226215, '21238': 0.1418190069493499, '22221': 0.13834289277321493, '21425': 0.13483997249264842, '84674': 0.13483997249264842}",need attention
12423.0,"{'21658': 0.13459547551454137, '22354': 0.13116516715679058, '22378': 0.13099062926556154, '21372': 0.12964074471043285, '23410': 0.12964074471043285, '20838': 0.12862393885688161, '22243': 0.12862393885688161, '85204': 0.12862393885688161, '21716': 0.12861470387249616, '22198': 0.12717117101978923, '23492': 0.1270001270001905, '22637': 0.12698988629324323, '21355': 0.1260506983326509, '20676': 0.12436041133915637, '46000U': 0.12424730498438734, '20979': 0.12387925382036538, '22517': 0.1233534278728621, '21242': 0.12154169936674526, '21579': 0.12048289933537483}",promising
12424.0,"{'85184C': 0.16206917199245188, '21989': 0.1614937983749848, '21117': 0.16064386578049977, '21418': 0.16064386578049977, '21630': 0.16064386578049977, '22409': 0.16064386578049977, '22574': 0.1600142241187995, '23211': 0.15949044456578, '85135B': 0.1567723603339241, '22356': 0.1562331071949341, '21427': 0.15554275420956382, '84912A': 0.15504341823651058, '21576': 0.1531679162134967, '22545': 0.1531679162134967, '21179': 0.1513535625225437, '35970': 0.15110651212172094, '84976': 0.1487044791289829, '23313': 0.14856672599230308, '22591': 0.14704292441876154, '23274': 0.14349920066683505}",promising
12425.0,"{'47481': 0.1386750490563073, '21629': 0.13608276348795434, '23160': 0.13608276348795434, '23462': 0.13245323570650439, '23465': 0.13245323570650439, '23340': 0.13245323570650436, '21693': 0.12909944487358055, '72799E': 0.12909944487358055, '23314': 0.12725695259515554, '62086A': 0.1259881576697424, '85032A': 0.12565617248750865, '84596L': 0.12379689211803457, '22091': 0.12373764497794919, '22738': 0.12262786789699316, '21058': 0.12155415958157878, '20836': 0.11470786693528087, '84832': 0.11382207864489444, '51014L': 0.11314714296070713, '23083': 0.11164843913471803, '23424': 0.11128297681493143}",need attention
12426.0,"{'21264': 0.1259881576697424, '23410': 0.1259881576697424, '85163B': 0.1259881576697424, '22903': 0.1178511301977579, '23411': 0.1178511301977579, '72802A': 0.1178511301977579, '22986': 0.11180339887498947, '18094C': 0.1111111111111111, '21498': 0.1111111111111111, '37467': 0.1111111111111111, '23184': 0.10976425998969035, '22045': 0.10721125348377948, '16156L': 0.10540925533894598, '23419': 0.10540925533894598, '23531': 0.10540925533894598, '84592': 0.10540925533894598, '23350': 0.10050378152592121, '35001G': 0.10050378152592121, '47518F': 0.10050378152592121}",need attention
12427.0,"{'85197': 0.16137430609197567, '21576': 0.16093017145509597, '21157': 0.1605144707810256, '22261': 0.15904855449750885, '22144': 0.15894388284780522, '22363': 0.15866576560438353, '22566': 0.15811388300841894, '20770': 0.1569197342897824, '21647': 0.15569978883230462, '85227': 0.15538040431376599, '16015': 0.15249857033260464, '20771': 0.1522773975253762, '22747': 0.15075567228888181, '21675': 0.14016830300607283, '22557': 0.1382898056896854, '21719': 0.13809204416652684, '21372': 0.136504726557987, '22592': 0.136504726557987, '22149': 0.13553671408323298, '21784': 0.13076644524148534}",need attention
12428.0,"{'22286': 0.1320196723968899, '22746': 0.1316245316231641, '21850': 0.1315903389919538, '22364': 0.13157894736842107, '21942': 0.13155870289605437, '84989A': 0.13155870289605437, '22250': 0.13121597027036952, '21817': 0.1307440900921227, '72816': 0.130066495428618, '84951A': 0.130066495428618, '84951B': 0.130066495428618, '22247': 0.1297498240269205, '23099': 0.12931515002796792, '37446': 0.12909944487358055, '37450': 0.12909944487358055, '72799E': 0.12524485821702988, '22482': 0.12478354962115543, '21377': 0.12403473458920845, '23096': 0.11359236684941297, '22656': 0.11322770341445959}",loyal customer
12429.0,"{'21472': 0.13240678533309402, '22129': 0.1318760946791574, '84461': 0.13166160373532665, '22892': 0.13105810963198408, '22074': 0.12996881122750908, '22813': 0.12954081178458093, '21535': 0.12442751389618598, '21928': 0.12335134242111896, '20977': 0.12297746456210364, '22573': 0.12056070554260304, '21424': 0.12009611535381537, '21556': 0.11744404390294069, '22175': 0.11538461538461539, '16236': 0.11359236684941297, '16015': 0.11180339887498948, '23475': 0.11180339887498948, '71406C': 0.11180339887498948, '22601': 0.10540925533894598, '84709B': 0.10540925533894598, '90160C': 0.10540925533894598}",promising
12430.0,"{'23023': 0.14433756729740646, '23458': 0.14433756729740646, '23498': 0.14433756729740646, '23529': 0.14433756729740646, '23552': 0.14433756729740646, '23371': 0.14433756729740643, '22175': 0.14322297480788657, '22139': 0.1413385544955667, '22493': 0.13976183136407389, '22748': 0.13909217357096196, '21891': 0.13829120864813504, '23508': 0.13801311186847084, '23504': 0.13693063937629152, '23493': 0.13245323570650439, '21167': 0.12909944487358055, '21813': 0.12909944487358055, '21194': 0.12909944487358055, '23509': 0.12909944487358055, '72799C': 0.12909944487358055, '21463': 0.12734290799340264, '23551': 0.12171612389003691, '23581': 0.12171612389003691}",need attention
12431.0,"{'21902': 0.1355815361366601, '84509C': 0.13483997249264842, '22873': 0.13470397652008115, '21658': 0.13459547551454137, '23147': 0.1341990225899918, '71477': 0.13368036248816242, '84755': 0.13290870380481667, '23492': 0.1270001270001905, '20979': 0.12387925382036538, '21579': 0.12048289933537483, '79191C': 0.11973686801784994, '23044': 0.1178511301977579, '23415': 0.1178511301977579, '23425': 0.1178511301977579, '23047': 0.1111111111111111, '23064': 0.1111111111111111, '23169': 0.10846522890932808, '22043': 0.10540925533894598, '23391': 0.10540925533894598, '84806B': 0.10540925533894598}",loyal customer
12432.0,"{'20838': 0.12862393885688161, '85204': 0.12862393885688161, '22994': 0.12848904218751167, '22637': 0.12698988629324323, '23046': 0.125, '23509': 0.125, '20676': 0.12436041133915637, '22517': 0.1233534278728621, '21317': 0.11952286093343936, '85019B': 0.11952286093343936, '85107': 0.11952286093343936, '21014': 0.11180339887498948, '23125': 0.11180339887498948, '35819B': 0.11180339887498948, '20893': 0.11180339887498948, '72802A': 0.11180339887498948, '84931A': 0.11180339887498948, '22051': 0.10425720702853739, '23394': 0.10425720702853739, '21809': 0.1}",loyal customer
12433.0,"{'84913B': 0.13801311186847084, '23025': 0.13801311186847084, '10080': 0.13801311186847084, '23073': 0.13801311186847084, '22477': 0.1367041492012887, '35095A': 0.13483997249264842, '23179': 0.1341640786499874, '21253': 0.13363062095621217, '20618': 0.1333333333333333, '20748': 0.1333333333333333, '20774': 0.1333333333333333, '21676': 0.1333333333333333, '79190B': 0.1333333333333333, '22107': 0.13130643285972254, '22689': 0.13130643285972254, '84978': 0.12612169046575014, '22305': 0.12551092808470127, '21012': 0.1254363015010636, '22733': 0.12499999999999997, '72801C': 0.12499999999999997, '22660': 0.12309149097933274}",champion
12434.0,"{'23176': 0.14344382763731175, '21900': 0.14239249184185257, '21484': 0.1420804473535569, '15039': 0.140028008402801, '79063C': 0.140028008402801, '22557': 0.1377352742199056, '21200': 0.13764944032233706, '20973': 0.13606036856251877, '21033': 0.1336306209562122, '22390': 0.13284223283101426, '21468': 0.13264730648561457, '21472': 0.13240678533309402, '21201': 0.13151918984428584, '21509': 0.13099062926556154, '23004': 0.13076644524148534, '84988': 0.1302061534033855, '21207': 0.12977713690461004, '23410': 0.12964074471043285, '20838': 0.12862393885688161, '85204': 0.12862393885688161}",need attention
